YEAR,LocationDesc,TopicDesc,MeasureDesc,Response,Sample_Size,Gender,Race,Age,Education
2017,Nebraska,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,73,Female,All Races,All Ages,All Grades
2017,Nebraska,Smokeless Tobacco Use (Adults),User Status,Current,8129,Female,All Races,All Ages,All Grades
2017,Nebraska,Smokeless Tobacco Use (Adults),User Status,Current,14875,Overall,All Races,All Ages,All Grades
2017,Nebraska,Cigarette Use (Adults),Smoking Frequency,Some Days,981,Male,All Races,All Ages,All Grades
2017,Nebraska,E-Cigarette Use (Adults),Frequency of Use,Some Days,192,Male,All Races,All Ages,All Grades
2017,Nebraska,E-Cigarette Use (Adults),Frequency of Use,Some Days,184,Female,All Races,All Ages,All Grades
2017,Nebraska,E-Cigarette Use (Adults),Frequency of Use,Every Day,192,Male,All Races,All Ages,All Grades
2017,Nebraska,Cigarette Use (Adults),Smoking Frequency,Every Day,1075,Female,All Races,All Ages,All Grades
2017,Nebraska,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,756,Male,All Races,All Ages,All Grades
2017,Nevada,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,Nevada,E-Cigarette Use (Adults),User Status,Current,1621,Male,All Races,All Ages,All Grades
2017,Nevada,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,125,Overall,All Races,All Ages,All Grades
2017,Nevada,Cigarette Use (Adults),Smoking Frequency,Every Day,566,Overall,All Races,All Ages,All Grades
2017,Nevada,Cigarette Use (Adults),Smoking Frequency,Some Days,295,Female,All Races,All Ages,All Grades
2017,Nevada,E-Cigarette Use (Adults),User Status,Current,2029,Female,All Races,All Ages,All Grades
2017,Nevada,Cigarette Use (Adults),Smoking Status,Current,2021,Female,All Races,All Ages,All Grades
2017,Nevada,E-Cigarette Use (Adults),Frequency of Use,Some Days,93,Male,All Races,All Ages,All Grades
2017,Nevada,Cigarette Use (Adults),Smoking Status,Current,1621,Male,All Races,All Ages,All Grades
2017,Nevada,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,108,Male,All Races,All Ages,All Grades
2017,Nevada,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,125,Overall,All Races,All Ages,All Grades
2017,Nevada,E-Cigarette Use (Adults),Frequency of Use,Some Days,77,Female,All Races,All Ages,All Grades
2017,Nevada,Cigarette Use (Adults),Smoking Frequency,Some Days,566,Overall,All Races,All Ages,All Grades
2017,Nevada,Cigarette Use (Adults),Smoking Status,Current,3643,Overall,All Races,All Ages,All Grades
2017,Nevada,Cigarette Use (Adults),Smoking Frequency,Every Day,295,Female,All Races,All Ages,All Grades
2017,Nevada,E-Cigarette Use (Adults),Frequency of Use,Every Day,93,Male,All Races,All Ages,All Grades
2017,Nevada,E-Cigarette Use (Adults),Frequency of Use,Some Days,170,Overall,All Races,All Ages,All Grades
2017,Nevada,Smokeless Tobacco Use (Adults),User Status,Current,2031,Female,All Races,All Ages,All Grades
2017,Nevada,E-Cigarette Use (Adults),Frequency of Use,Every Day,170,Overall,All Races,All Ages,All Grades
2017,Nevada,Smokeless Tobacco Use (Adults),User Status,Current,3663,Overall,All Races,All Ages,All Grades
2017,Nevada,E-Cigarette Use (Adults),User Status,Current,3651,Overall,All Races,All Ages,All Grades
2017,Nevada,Cigarette Use (Adults),Smoking Frequency,Some Days,271,Male,All Races,All Ages,All Grades
2017,Nevada,Cigarette Use (Adults),Smoking Frequency,Every Day,271,Male,All Races,All Ages,All Grades
2017,Nevada,Smokeless Tobacco Use (Adults),User Status,Current,1631,Male,All Races,All Ages,All Grades
2017,Nevada,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,108,Male,All Races,All Ages,All Grades
2017,Nevada,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,Nevada,E-Cigarette Use (Adults),Frequency of Use,Every Day,77,Female,All Races,All Ages,All Grades
2017,New Hampshire,Cigarette Use (Adults),Smoking Frequency,Some Days,295,Male,All Races,All Ages,All Grades
2017,New Hampshire,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,56,Male,All Races,All Ages,All Grades
2017,New Hampshire,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,74,Overall,All Races,All Ages,All Grades
2017,New Hampshire,E-Cigarette Use (Adults),Frequency of Use,Every Day,133,Overall,All Races,All Ages,All Grades
2017,New Hampshire,E-Cigarette Use (Adults),Frequency of Use,Some Days,133,Overall,All Races,All Ages,All Grades
2017,New Hampshire,Cigarette Use (Adults),Smoking Frequency,Some Days,411,Female,All Races,All Ages,All Grades
2017,New Hampshire,Cigarette Use (Adults),Smoking Frequency,Some Days,706,Overall,All Races,All Ages,All Grades
2017,New Hampshire,E-Cigarette Use (Adults),User Status,Current,5483,Overall,All Races,All Ages,All Grades
2017,New Hampshire,E-Cigarette Use (Adults),Frequency of Use,Some Days,61,Male,All Races,All Ages,All Grades
2017,New Hampshire,Smokeless Tobacco Use (Adults),User Status,Current,3181,Female,All Races,All Ages,All Grades
2017,New Hampshire,E-Cigarette Use (Adults),Frequency of Use,Some Days,72,Female,All Races,All Ages,All Grades
2017,New Hampshire,Cigarette Use (Adults),Smoking Status,Current,2333,Male,All Races,All Ages,All Grades
2017,New Hampshire,Cigarette Use (Adults),Smoking Frequency,Every Day,411,Female,All Races,All Ages,All Grades
2017,New Hampshire,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,New Hampshire,E-Cigarette Use (Adults),User Status,Current,2334,Male,All Races,All Ages,All Grades
2017,New Hampshire,Cigarette Use (Adults),Smoking Frequency,Every Day,295,Male,All Races,All Ages,All Grades
2017,New Hampshire,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,74,Overall,All Races,All Ages,All Grades
2017,New Hampshire,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,56,Male,All Races,All Ages,All Grades
2017,New Hampshire,E-Cigarette Use (Adults),Frequency of Use,Every Day,61,Male,All Races,All Ages,All Grades
2017,New Hampshire,Cigarette Use (Adults),Smoking Status,Current,5503,Overall,All Races,All Ages,All Grades
2017,New Hampshire,E-Cigarette Use (Adults),Frequency of Use,Every Day,72,Female,All Races,All Ages,All Grades
2017,New Hampshire,Smokeless Tobacco Use (Adults),User Status,Current,2342,Male,All Races,All Ages,All Grades
2017,New Hampshire,E-Cigarette Use (Adults),User Status,Current,3139,Female,All Races,All Ages,All Grades
2017,New Hampshire,Cigarette Use (Adults),Smoking Frequency,Every Day,706,Overall,All Races,All Ages,All Grades
2017,New Hampshire,Smokeless Tobacco Use (Adults),User Status,Current,5533,Overall,All Races,All Ages,All Grades
2017,New Hampshire,Cigarette Use (Adults),Smoking Status,Current,3160,Female,All Races,All Ages,All Grades
2017,New Hampshire,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,New Jersey,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,156,Overall,All Races,All Ages,All Grades
2017,New Jersey,E-Cigarette Use (Adults),User Status,Current,6495,Female,All Races,All Ages,All Grades
2017,New Jersey,Cigarette Use (Adults),Smoking Frequency,Every Day,754,Female,All Races,All Ages,All Grades
2017,New Jersey,Smokeless Tobacco Use (Adults),User Status,Current,6532,Female,All Races,All Ages,All Grades
2017,New Jersey,E-Cigarette Use (Adults),Frequency of Use,Every Day,334,Overall,All Races,All Ages,All Grades
2017,New Jersey,Cigarette Use (Adults),Smoking Status,Current,11221,Overall,All Races,All Ages,All Grades
2017,New Jersey,E-Cigarette Use (Adults),Frequency of Use,Every Day,198,Male,All Races,All Ages,All Grades
2017,New Jersey,E-Cigarette Use (Adults),User Status,Current,4725,Male,All Races,All Ages,All Grades
2017,New Jersey,Cigarette Use (Adults),Smoking Frequency,Some Days,1414,Overall,All Races,All Ages,All Grades
2017,New Jersey,E-Cigarette Use (Adults),Frequency of Use,Some Days,334,Overall,All Races,All Ages,All Grades
2017,New Jersey,E-Cigarette Use (Adults),User Status,Current,11220,Overall,All Races,All Ages,All Grades
2017,New Jersey,Cigarette Use (Adults),Smoking Status,Current,4726,Male,All Races,All Ages,All Grades
2017,New Jersey,E-Cigarette Use (Adults),Frequency of Use,Some Days,136,Female,All Races,All Ages,All Grades
2017,New Jersey,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,New Jersey,E-Cigarette Use (Adults),Frequency of Use,Every Day,136,Female,All Races,All Ages,All Grades
2017,New Jersey,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,New Jersey,Cigarette Use (Adults),Smoking Frequency,Every Day,660,Male,All Races,All Ages,All Grades
2017,New Jersey,Cigarette Use (Adults),Smoking Frequency,Every Day,1414,Overall,All Races,All Ages,All Grades
2017,New Jersey,Cigarette Use (Adults),Smoking Frequency,Some Days,754,Female,All Races,All Ages,All Grades
2017,New Jersey,Cigarette Use (Adults),Smoking Frequency,Some Days,660,Male,All Races,All Ages,All Grades
2017,New Jersey,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,156,Overall,All Races,All Ages,All Grades
2017,New Jersey,Smokeless Tobacco Use (Adults),User Status,Current,4750,Male,All Races,All Ages,All Grades
2017,New Jersey,Smokeless Tobacco Use (Adults),User Status,Current,11282,Overall,All Races,All Ages,All Grades
2017,New Jersey,Cigarette Use (Adults),Smoking Status,Current,6495,Female,All Races,All Ages,All Grades
2017,New Jersey,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,117,Male,All Races,All Ages,All Grades
2017,New Jersey,E-Cigarette Use (Adults),Frequency of Use,Some Days,198,Male,All Races,All Ages,All Grades
2017,New Jersey,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,117,Male,All Races,All Ages,All Grades
2017,New Mexico,E-Cigarette Use (Adults),Frequency of Use,Some Days,199,Overall,All Races,All Ages,All Grades
2017,New Mexico,Cigarette Use (Adults),Smoking Status,Current,3499,Female,All Races,All Ages,All Grades
2017,New Mexico,E-Cigarette Use (Adults),Frequency of Use,Some Days,107,Male,All Races,All Ages,All Grades
2017,New Mexico,Cigarette Use (Adults),Smoking Frequency,Some Days,496,Female,All Races,All Ages,All Grades
2017,New Mexico,Cigarette Use (Adults),Smoking Frequency,Some Days,485,Male,All Races,All Ages,All Grades
2017,New Mexico,Cigarette Use (Adults),Smoking Status,Current,6254,Overall,All Races,All Ages,All Grades
2017,New Mexico,E-Cigarette Use (Adults),User Status,Current,3462,Female,All Races,All Ages,All Grades
2017,New Mexico,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,New Mexico,E-Cigarette Use (Adults),User Status,Current,2737,Male,All Races,All Ages,All Grades
2017,New Mexico,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,230,Overall,All Races,All Ages,All Grades
2017,New Mexico,Smokeless Tobacco Use (Adults),User Status,Current,2761,Male,All Races,All Ages,All Grades
2017,New Mexico,Cigarette Use (Adults),Smoking Frequency,Every Day,496,Female,All Races,All Ages,All Grades
2017,New Mexico,Smokeless Tobacco Use (Adults),User Status,Current,6271,Overall,All Races,All Ages,All Grades
2017,New Mexico,Cigarette Use (Adults),Smoking Status,Current,2752,Male,All Races,All Ages,All Grades
2017,New Mexico,E-Cigarette Use (Adults),Frequency of Use,Every Day,92,Female,All Races,All Ages,All Grades
2017,New Mexico,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,198,Male,All Races,All Ages,All Grades
2017,New Mexico,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,198,Male,All Races,All Ages,All Grades
2017,New Mexico,Smokeless Tobacco Use (Adults),User Status,Current,3507,Female,All Races,All Ages,All Grades
2017,New Mexico,E-Cigarette Use (Adults),Frequency of Use,Some Days,92,Female,All Races,All Ages,All Grades
2017,New Mexico,Cigarette Use (Adults),Smoking Frequency,Every Day,981,Overall,All Races,All Ages,All Grades
2017,New Mexico,Cigarette Use (Adults),Smoking Frequency,Some Days,981,Overall,All Races,All Ages,All Grades
2017,New Mexico,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,New Mexico,E-Cigarette Use (Adults),Frequency of Use,Every Day,107,Male,All Races,All Ages,All Grades
2017,New Mexico,E-Cigarette Use (Adults),User Status,Current,6202,Overall,All Races,All Ages,All Grades
2017,New Mexico,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,230,Overall,All Races,All Ages,All Grades
2017,New Mexico,E-Cigarette Use (Adults),Frequency of Use,Every Day,199,Overall,All Races,All Ages,All Grades
2017,New Mexico,Cigarette Use (Adults),Smoking Frequency,Every Day,485,Male,All Races,All Ages,All Grades
2017,New York,Cigarette Use (Adults),Smoking Frequency,Some Days,850,Male,All Races,All Ages,All Grades
2017,New York,E-Cigarette Use (Adults),Frequency of Use,Some Days,344,Overall,All Races,All Ages,All Grades
2017,New York,Cigarette Use (Adults),Smoking Status,Current,5289,Male,All Races,All Ages,All Grades
2017,New York,E-Cigarette Use (Adults),User Status,Current,11419,Overall,All Races,All Ages,All Grades
2017,New York,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,248,Overall,All Races,All Ages,All Grades
2017,New York,E-Cigarette Use (Adults),Frequency of Use,Every Day,130,Female,All Races,All Ages,All Grades
2017,New York,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,248,Overall,All Races,All Ages,All Grades
2017,New York,Cigarette Use (Adults),Smoking Status,Current,6263,Female,All Races,All Ages,All Grades
2017,New York,E-Cigarette Use (Adults),User Status,Current,5220,Male,All Races,All Ages,All Grades
2017,New York,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,63,Female,All Races,All Ages,All Grades
2017,New York,E-Cigarette Use (Adults),Frequency of Use,Some Days,130,Female,All Races,All Ages,All Grades
2017,New York,Cigarette Use (Adults),Smoking Frequency,Some Days,722,Female,All Races,All Ages,All Grades
2017,New York,E-Cigarette Use (Adults),Frequency of Use,Every Day,344,Overall,All Races,All Ages,All Grades
2017,New York,Smokeless Tobacco Use (Adults),User Status,Current,11521,Overall,All Races,All Ages,All Grades
2017,New York,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,185,Male,All Races,All Ages,All Grades
2017,New York,Smokeless Tobacco Use (Adults),User Status,Current,6254,Female,All Races,All Ages,All Grades
2017,New York,E-Cigarette Use (Adults),Frequency of Use,Some Days,214,Male,All Races,All Ages,All Grades
2017,New York,E-Cigarette Use (Adults),Frequency of Use,Every Day,214,Male,All Races,All Ages,All Grades
2017,New York,Cigarette Use (Adults),Smoking Frequency,Every Day,1572,Overall,All Races,All Ages,All Grades
2017,New York,Cigarette Use (Adults),Smoking Frequency,Some Days,1572,Overall,All Races,All Ages,All Grades
2017,New York,Smokeless Tobacco Use (Adults),User Status,Current,5264,Male,All Races,All Ages,All Grades
2017,New York,Cigarette Use (Adults),Smoking Frequency,Every Day,850,Male,All Races,All Ages,All Grades
2017,New York,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,185,Male,All Races,All Ages,All Grades
2017,New York,Cigarette Use (Adults),Smoking Status,Current,11555,Overall,All Races,All Ages,All Grades
2017,New York,Cigarette Use (Adults),Smoking Frequency,Every Day,722,Female,All Races,All Ages,All Grades
2017,New York,E-Cigarette Use (Adults),User Status,Current,6196,Female,All Races,All Ages,All Grades
2017,New York,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,63,Female,All Races,All Ages,All Grades
2017,North Carolina,E-Cigarette Use (Adults),Frequency of Use,Some Days,153,Overall,All Races,All Ages,All Grades
2017,North Carolina,E-Cigarette Use (Adults),Frequency of Use,Every Day,78,Male,All Races,All Ages,All Grades
2017,North Carolina,Smokeless Tobacco Use (Adults),User Status,Current,2116,Male,All Races,All Ages,All Grades
2017,North Carolina,Cigarette Use (Adults),Smoking Status,Current,2628,Female,All Races,All Ages,All Grades
2017,North Carolina,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,142,Male,All Races,All Ages,All Grades
2017,North Carolina,E-Cigarette Use (Adults),User Status,Current,2614,Female,All Races,All Ages,All Grades
2017,North Carolina,Cigarette Use (Adults),Smoking Frequency,Every Day,372,Female,All Races,All Ages,All Grades
2017,North Carolina,E-Cigarette Use (Adults),Frequency of Use,Some Days,75,Female,All Races,All Ages,All Grades
2017,North Carolina,Cigarette Use (Adults),Smoking Frequency,Some Days,372,Female,All Races,All Ages,All Grades
2017,North Carolina,Smokeless Tobacco Use (Adults),User Status,Current,2632,Female,All Races,All Ages,All Grades
2017,North Carolina,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,142,Male,All Races,All Ages,All Grades
2017,North Carolina,Cigarette Use (Adults),Smoking Frequency,Every Day,765,Overall,All Races,All Ages,All Grades
2017,North Carolina,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,53,Female,All Races,All Ages,All Grades
2017,North Carolina,Cigarette Use (Adults),Smoking Frequency,Some Days,765,Overall,All Races,All Ages,All Grades
2017,North Carolina,Cigarette Use (Adults),Smoking Frequency,Every Day,393,Male,All Races,All Ages,All Grades
2017,North Carolina,E-Cigarette Use (Adults),Frequency of Use,Some Days,78,Male,All Races,All Ages,All Grades
2017,North Carolina,Smokeless Tobacco Use (Adults),User Status,Current,4750,Overall,All Races,All Ages,All Grades
2017,North Carolina,E-Cigarette Use (Adults),Frequency of Use,Every Day,75,Female,All Races,All Ages,All Grades
2017,North Carolina,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,53,Female,All Races,All Ages,All Grades
2017,North Carolina,E-Cigarette Use (Adults),User Status,Current,2102,Male,All Races,All Ages,All Grades
2017,North Carolina,Cigarette Use (Adults),Smoking Frequency,Some Days,393,Male,All Races,All Ages,All Grades
2017,North Carolina,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,195,Overall,All Races,All Ages,All Grades
2017,North Carolina,Cigarette Use (Adults),Smoking Status,Current,2111,Male,All Races,All Ages,All Grades
2017,North Carolina,Cigarette Use (Adults),Smoking Status,Current,4741,Overall,All Races,All Ages,All Grades
2017,North Carolina,E-Cigarette Use (Adults),User Status,Current,4718,Overall,All Races,All Ages,All Grades
2017,North Carolina,E-Cigarette Use (Adults),Frequency of Use,Every Day,153,Overall,All Races,All Ages,All Grades
2017,North Carolina,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,195,Overall,All Races,All Ages,All Grades
2017,North Dakota,E-Cigarette Use (Adults),User Status,Current,6727,Overall,All Races,All Ages,All Grades
2017,North Dakota,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,310,Male,All Races,All Ages,All Grades
2017,North Dakota,E-Cigarette Use (Adults),Frequency of Use,Some Days,62,Female,All Races,All Ages,All Grades
2017,North Dakota,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,North Dakota,Smokeless Tobacco Use (Adults),User Status,Current,3162,Male,All Races,All Ages,All Grades
2017,North Dakota,Cigarette Use (Adults),Smoking Frequency,Some Days,532,Male,All Races,All Ages,All Grades
2017,North Dakota,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,331,Overall,All Races,All Ages,All Grades
2017,North Dakota,Cigarette Use (Adults),Smoking Status,Current,3568,Female,All Races,All Ages,All Grades
2017,North Dakota,E-Cigarette Use (Adults),User Status,Current,3559,Female,All Races,All Ages,All Grades
2017,North Dakota,E-Cigarette Use (Adults),User Status,Current,3165,Male,All Races,All Ages,All Grades
2017,North Dakota,Smokeless Tobacco Use (Adults),User Status,Current,6724,Overall,All Races,All Ages,All Grades
2017,North Dakota,E-Cigarette Use (Adults),Frequency of Use,Some Days,86,Male,All Races,All Ages,All Grades
2017,North Dakota,E-Cigarette Use (Adults),Frequency of Use,Every Day,86,Male,All Races,All Ages,All Grades
2017,North Dakota,Cigarette Use (Adults),Smoking Frequency,Every Day,515,Female,All Races,All Ages,All Grades
2017,North Dakota,Cigarette Use (Adults),Smoking Frequency,Some Days,1047,Overall,All Races,All Ages,All Grades
2017,North Dakota,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,310,Male,All Races,All Ages,All Grades
2017,North Dakota,Cigarette Use (Adults),Smoking Frequency,Every Day,532,Male,All Races,All Ages,All Grades
2017,North Dakota,E-Cigarette Use (Adults),Frequency of Use,Some Days,148,Overall,All Races,All Ages,All Grades
2017,North Dakota,Cigarette Use (Adults),Smoking Status,Current,3171,Male,All Races,All Ages,All Grades
2017,North Dakota,E-Cigarette Use (Adults),Frequency of Use,Every Day,62,Female,All Races,All Ages,All Grades
2017,North Dakota,Smokeless Tobacco Use (Adults),User Status,Current,3559,Female,All Races,All Ages,All Grades
2017,North Dakota,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,331,Overall,All Races,All Ages,All Grades
2017,North Dakota,Cigarette Use (Adults),Smoking Frequency,Every Day,1047,Overall,All Races,All Ages,All Grades
2017,North Dakota,Cigarette Use (Adults),Smoking Status,Current,6742,Overall,All Races,All Ages,All Grades
2017,North Dakota,Cigarette Use (Adults),Smoking Frequency,Some Days,515,Female,All Races,All Ages,All Grades
2017,North Dakota,E-Cigarette Use (Adults),Frequency of Use,Every Day,148,Overall,All Races,All Ages,All Grades
2017,North Dakota,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,Ohio,Cigarette Use (Adults),Smoking Status,Current,6954,Female,All Races,All Ages,All Grades
2017,Ohio,E-Cigarette Use (Adults),Frequency of Use,Every Day,212,Female,All Races,All Ages,All Grades
2017,Ohio,Cigarette Use (Adults),Smoking Frequency,Some Days,900,Male,All Races,All Ages,All Grades
2017,Ohio,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,412,Male,All Races,All Ages,All Grades
2017,Ohio,Cigarette Use (Adults),Smoking Frequency,Every Day,1171,Female,All Races,All Ages,All Grades
2017,Ohio,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,60,Female,All Races,All Ages,All Grades
2017,Ohio,Cigarette Use (Adults),Smoking Frequency,Every Day,900,Male,All Races,All Ages,All Grades
2017,Ohio,Smokeless Tobacco Use (Adults),User Status,Current,6981,Female,All Races,All Ages,All Grades
2017,Ohio,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,472,Overall,All Races,All Ages,All Grades
2017,Ohio,E-Cigarette Use (Adults),User Status,Current,11858,Overall,All Races,All Ages,All Grades
2017,Ohio,E-Cigarette Use (Adults),Frequency of Use,Every Day,208,Male,All Races,All Ages,All Grades
2017,Ohio,Cigarette Use (Adults),Smoking Frequency,Some Days,2071,Overall,All Races,All Ages,All Grades
2017,Ohio,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,60,Female,All Races,All Ages,All Grades
2017,Ohio,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,412,Male,All Races,All Ages,All Grades
2017,Ohio,Smokeless Tobacco Use (Adults),User Status,Current,4948,Male,All Races,All Ages,All Grades
2017,Ohio,Cigarette Use (Adults),Smoking Status,Current,4925,Male,All Races,All Ages,All Grades
2017,Ohio,Cigarette Use (Adults),Smoking Frequency,Some Days,1171,Female,All Races,All Ages,All Grades
2017,Ohio,E-Cigarette Use (Adults),Frequency of Use,Every Day,420,Overall,All Races,All Ages,All Grades
2017,Ohio,Cigarette Use (Adults),Smoking Status,Current,11879,Overall,All Races,All Ages,All Grades
2017,Ohio,Smokeless Tobacco Use (Adults),User Status,Current,11929,Overall,All Races,All Ages,All Grades
2017,Ohio,E-Cigarette Use (Adults),Frequency of Use,Some Days,212,Female,All Races,All Ages,All Grades
2017,Ohio,E-Cigarette Use (Adults),Frequency of Use,Some Days,420,Overall,All Races,All Ages,All Grades
2017,Ohio,E-Cigarette Use (Adults),User Status,Current,4917,Male,All Races,All Ages,All Grades
2017,Ohio,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,472,Overall,All Races,All Ages,All Grades
2017,Ohio,E-Cigarette Use (Adults),User Status,Current,6941,Female,All Races,All Ages,All Grades
2017,Ohio,E-Cigarette Use (Adults),Frequency of Use,Some Days,208,Male,All Races,All Ages,All Grades
2017,Ohio,Cigarette Use (Adults),Smoking Frequency,Every Day,2071,Overall,All Races,All Ages,All Grades
2017,Oklahoma,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,302,Male,All Races,All Ages,All Grades
2017,Oklahoma,Cigarette Use (Adults),Smoking Frequency,Some Days,1008,Overall,All Races,All Ages,All Grades
2017,Oklahoma,E-Cigarette Use (Adults),Frequency of Use,Some Days,298,Overall,All Races,All Ages,All Grades
2017,Oklahoma,E-Cigarette Use (Adults),Frequency of Use,Every Day,139,Male,All Races,All Ages,All Grades
2017,Oklahoma,Cigarette Use (Adults),Smoking Status,Current,3774,Female,All Races,All Ages,All Grades
2017,Oklahoma,Smokeless Tobacco Use (Adults),User Status,Current,3809,Female,All Races,All Ages,All Grades
2017,Oklahoma,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,331,Overall,All Races,All Ages,All Grades
2017,Oklahoma,E-Cigarette Use (Adults),User Status,Current,2592,Male,All Races,All Ages,All Grades
2017,Oklahoma,Cigarette Use (Adults),Smoking Status,Current,6371,Overall,All Races,All Ages,All Grades
2017,Oklahoma,Cigarette Use (Adults),Smoking Status,Current,2595,Male,All Races,All Ages,All Grades
2017,Oklahoma,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,Oklahoma,E-Cigarette Use (Adults),Frequency of Use,Every Day,159,Female,All Races,All Ages,All Grades
2017,Oklahoma,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,302,Male,All Races,All Ages,All Grades
2017,Oklahoma,Cigarette Use (Adults),Smoking Frequency,Some Days,447,Male,All Races,All Ages,All Grades
2017,Oklahoma,E-Cigarette Use (Adults),User Status,Current,3775,Female,All Races,All Ages,All Grades
2017,Oklahoma,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,331,Overall,All Races,All Ages,All Grades
2017,Oklahoma,E-Cigarette Use (Adults),User Status,Current,6369,Overall,All Races,All Ages,All Grades
2017,Oklahoma,Cigarette Use (Adults),Smoking Frequency,Some Days,561,Female,All Races,All Ages,All Grades
2017,Oklahoma,E-Cigarette Use (Adults),Frequency of Use,Some Days,139,Male,All Races,All Ages,All Grades
2017,Oklahoma,Smokeless Tobacco Use (Adults),User Status,Current,6422,Overall,All Races,All Ages,All Grades
2017,Oklahoma,Cigarette Use (Adults),Smoking Frequency,Every Day,1008,Overall,All Races,All Ages,All Grades
2017,Oklahoma,Cigarette Use (Adults),Smoking Frequency,Every Day,561,Female,All Races,All Ages,All Grades
2017,Oklahoma,Cigarette Use (Adults),Smoking Frequency,Every Day,447,Male,All Races,All Ages,All Grades
2017,Oklahoma,E-Cigarette Use (Adults),Frequency of Use,Some Days,159,Female,All Races,All Ages,All Grades
2017,Oklahoma,E-Cigarette Use (Adults),Frequency of Use,Every Day,298,Overall,All Races,All Ages,All Grades
2017,Oklahoma,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,Oklahoma,Smokeless Tobacco Use (Adults),User Status,Current,2611,Male,All Races,All Ages,All Grades
2017,Oregon,E-Cigarette Use (Adults),User Status,Current,5108,Overall,All Races,All Ages,All Grades
2017,Oregon,Cigarette Use (Adults),Smoking Status,Current,2247,Male,All Races,All Ages,All Grades
2017,Oregon,E-Cigarette Use (Adults),Frequency of Use,Some Days,77,Female,All Races,All Ages,All Grades
2017,Oregon,Smokeless Tobacco Use (Adults),User Status,Current,5155,Overall,All Races,All Ages,All Grades
2017,Oregon,E-Cigarette Use (Adults),Frequency of Use,Every Day,77,Female,All Races,All Ages,All Grades
